text,H2CO2 ratio (molmol),CO2 conversion ratio(%),CH4 selectivity (%),CH4 yield(%)
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 12.9], Promoter: [Density: 7.59, Formation Energy: 0.148, Content: 4.1], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 83.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 3, Cost: 3], Calcination: [Temperature: 500, Time: 4.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 2.0], Process: [Temperature: 250, Pressure: 10.0], WHSV: 10.0, Content of inert components in raw materials: 50.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 28.132, CH4 selectivity: 99.786, CH4 yield: 28.072",4.0,28.132,99.786,28.072
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.99, Formation Energy A: -3.755, Content A: 81.0, Density B: 3.63, Formation Energy B: -2.995], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 450, Time: 4.0], Reduction: [Temperature: 450, Pressure: 1.0, Time: 2.0], Process: [Temperature: 280, Pressure: 1.0], WHSV: 1.67, Content of inert components in raw materials: 33.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 50.66, CH4 selectivity: 98.854, CH4 yield: 50.079",4.0,50.66,98.854,50.079
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 37.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 63.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 400, Time: 3.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 4.0], Process: [Temperature: 330, Pressure: 1.0], WHSV: 12.5, Content of inert components in raw materials: 25.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 73.67, CH4 selectivity: 84.094, CH4 yield: 61.952",4.0,73.67,84.094,61.952
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.04, Formation Energy A: -3.755, Content A: 49.2, Density B: 3.87, Formation Energy B: -3.352], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 550, Time: 6.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 10.0], Process: [Temperature: 460, Pressure: 1.0], WHSV: 10.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 69.935, CH4 selectivity: 96.918, CH4 yield: 67.78",4.0,69.935,96.918,67.78
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 57.0, Density B: 5.17, Formation Energy B: -2.367], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 600, Time: 3.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 2.0], Process: [Temperature: 400, Pressure: 1.0], WHSV: 6.67, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 75.254, CH4 selectivity: 99.977, CH4 yield: 75.237",4.0,75.254,99.977,75.237
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 9.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.04, Formation Energy A: -3.755, Content A: 91.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 450, Time: 3.0], Reduction: [Temperature: 450, Pressure: 1.0, Time: 2.0], Process: [Temperature: 250, Pressure: 1.0], WHSV: 4.0, Content of inert components in raw materials: 20.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 76.9, CH4 selectivity: 100.0, CH4 yield: 76.9",4.0,76.9,100.0,76.9
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 20.0], Promoter: [Density: 8.98, Formation Energy: 0.075, Content: 2.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 78.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 400, Time: 2.0], Reduction: [Temperature: 600, Pressure: 1.9, Time: 2.0], Process: [Temperature: 280, Pressure: 1.9], WHSV: 2.0, Content of inert components in raw materials: 23.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 82.5, CH4 selectivity: 99.682, CH4 yield: 82.238",4.0,82.5,99.682,82.238
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 0.9, Formation Energy A: 0.009, Content A: 85.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 450, Time: 3.0], Reduction: [Temperature: 420, Pressure: 1.0, Time: 1.0], Process: [Temperature: 270, Pressure: 1.0], WHSV: 3.33, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 1.983, CH4 selectivity: 0.0, CH4 yield: 0.0",4.0,1.983,0.0,0.0
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 5.0], Promoter: [Density: 8.98, Formation Energy: 0.075, Content: 3.0], Support: [Density A: 2.31, Formation Energy A: -3.081, Content A: 92.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 500, Time: 6.0], Reduction: [Temperature: 470, Pressure: 1.0, Time: 1.0], Process: [Temperature: 450, Pressure: 1.0], WHSV: 1.664, Content of inert components in raw materials: 18.2 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 55.667, CH4 selectivity: 62.439, CH4 yield: 34.758",4.0,55.667,62.439,34.758
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.5, Formation Energy A: 0.322, Content A: 90.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 450, Time: 5.0], Reduction: [Temperature: 400, Pressure: 1.0, Time: 2.0], Process: [Temperature: 250, Pressure: 1.0], WHSV: 2.5, Content of inert components in raw materials: 50.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 7.237, CH4 selectivity: 97.619, CH4 yield: 7.065",4.0,7.237,97.619,7.065
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 5.0], Promoter: [Density: 7.59, Formation Energy: 0.148, Content: 5.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 90.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 500, Time: 6.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 4.0], Process: [Temperature: 250, Pressure: 1.0], WHSV: 1.875, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 24.0, CO2 conversion ratio: 8.0, CH4 selectivity: 94.725, CH4 yield: 7.578",24.0,8.0,94.725,7.578
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 85.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 2, Cost: 5], Calcination: [Temperature: 500, Time: 5.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 3.0], Process: [Temperature: 450, Pressure: 1.0], WHSV: 8.24, Content of inert components in raw materials: 15.0 -> H2/CO2 ratio: 5.0, CO2 conversion ratio: 83.972, CH4 selectivity: 97.63, CH4 yield: 81.982",5.0,83.972,97.63,81.982
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 20.0], Promoter: [Density: 8.98, Formation Energy: 0.075, Content: 1.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 79.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 400, Time: 2.0], Reduction: [Temperature: 600, Pressure: 1.9, Time: 2.0], Process: [Temperature: 360, Pressure: 1.9], WHSV: 2.0, Content of inert components in raw materials: 23.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 90.455, CH4 selectivity: 99.324, CH4 yield: 89.844",4.0,90.455,99.324,89.844
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Promoter: [Density: 1.44, Formation Energy: 0.18, Content: 20.0], Support: [Density A: 0.9, Formation Energy A: 0.009, Content A: 65.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 450, Time: 3.0], Reduction: [Temperature: 420, Pressure: 1.0, Time: 1.0], Process: [Temperature: 240, Pressure: 1.0], WHSV: 3.33, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 3.82, CH4 selectivity: 43.246, CH4 yield: 1.652",4.0,3.82,43.246,1.652
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 6.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 94.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 450, Time: 0.5], Reduction: [Temperature: 750, Pressure: 1.0, Time: 1.0], Process: [Temperature: 225, Pressure: 1.0], WHSV: 10.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 46.1, CH4 selectivity: 100.0, CH4 yield: 46.1",4.0,46.1,100.0,46.1
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.99, Formation Energy A: -3.755, Content A: 88.0, Density B: 7.08, Formation Energy B: -3.753], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 400, Time: 6.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 1.0], Process: [Temperature: 500, Pressure: 1.0], WHSV: 2.4, Content of inert components in raw materials: 50.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 50.224, CH4 selectivity: 94.016, CH4 yield: 47.219",4.0,50.224,94.016,47.219
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 33.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 67.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 700, Time: 4.0], Reduction: [Temperature: 600, Pressure: 1.0, Time: 2.0], Process: [Temperature: 500, Pressure: 1.0], WHSV: 6.67, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 3.5, CO2 conversion ratio: 64.896, CH4 selectivity: 90.515, CH4 yield: 58.741",3.5,64.896,90.515,58.741
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 30.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.04, Formation Energy A: -3.755, Content A: 38.3, Density B: 3.87, Formation Energy B: -3.352], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 550, Time: 6.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 10.0], Process: [Temperature: 420, Pressure: 1.0], WHSV: 10.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 70.452, CH4 selectivity: 98.652, CH4 yield: 69.502",4.0,70.452,98.652,69.502
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 62.0], Promoter: [Density: 1.81, Formation Energy: 0.04, Content: 5.0], Support: [Density A: 2.63, Formation Energy A: -3.04, Content A: 33.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 3, Cost: 3], Calcination: [Temperature: 550, Time: 2.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 2.0], Process: [Temperature: 300, Pressure: 1.0], WHSV: 1.0, Content of inert components in raw materials: 44.5 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 83.824, CH4 selectivity: 99.53, CH4 yield: 83.43",4.0,83.824,99.53,83.43
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.63, Formation Energy A: -2.995, Content A: 90.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 500, Time: 3.0], Reduction: [Temperature: 600, Pressure: 1.0, Time: 0.5], Process: [Temperature: 300, Pressure: 1.0], WHSV: 6.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 7.848, CH4 selectivity: 78.882, CH4 yield: 6.191",4.0,7.848,78.882,6.191
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 1.95, Formation Energy A: -3.081, Content A: 85.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 25, Time: 0.0], Reduction: [Temperature: 470, Pressure: 1.0, Time: 1.0], Process: [Temperature: 375, Pressure: 1.0], WHSV: 1.4, Content of inert components in raw materials: 18.2 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 63.873, CH4 selectivity: 95.415, CH4 yield: 60.944",4.0,63.873,95.415,60.944
"Active component: [Density: 12.32, Formation Energy: 0.131, Content: 0.5], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 1.94, Formation Energy A: 0.008, Content A: 99.5, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 450, Time: 3.0], Reduction: [Temperature: 550, Pressure: 1.0, Time: 1.0], Process: [Temperature: 270, Pressure: 1.0], WHSV: 0.83, Content of inert components in raw materials: 80.0 -> H2/CO2 ratio: 3.0, CO2 conversion ratio: 2.209, CH4 selectivity: 0.0, CH4 yield: 0.0",3.0,2.209,0.0,0.0
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 60.7, Density B: 6.04, Formation Energy B: -3.755], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 550, Time: 6.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 10.0], Process: [Temperature: 380, Pressure: 1.0], WHSV: 10.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 73.433, CH4 selectivity: 99.356, CH4 yield: 72.96",4.0,73.433,99.356,72.96
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 20.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.04, Formation Energy A: -3.755, Content A: 43.8, Density B: 3.87, Formation Energy B: -3.352], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 550, Time: 6.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 10.0], Process: [Temperature: 320, Pressure: 1.0], WHSV: 10.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 78.452, CH4 selectivity: 99.821, CH4 yield: 78.312",4.0,78.452,99.821,78.312
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Promoter: [Density: 8.74, Formation Energy: 0.421, Content: 4.0], Support: [Density A: 1.94, Formation Energy A: 0.008, Content A: 81.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 3, Cost: 3], Calcination: [Temperature: 550, Time: 4.0], Reduction: [Temperature: 350, Pressure: 1.0, Time: 1.0], Process: [Temperature: 240, Pressure: 1.0], WHSV: 2.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 7.407, CH4 selectivity: 100.0, CH4 yield: 7.407",4.0,7.407,100.0,7.407
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 1.94, Formation Energy A: 0.008, Content A: 85.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 3, Cost: 3], Calcination: [Temperature: 450, Time: 4.0], Reduction: [Temperature: 350, Pressure: 1.0, Time: 1.0], Process: [Temperature: 240, Pressure: 1.0], WHSV: 2.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 0.296, CH4 selectivity: 42.092, CH4 yield: 0.125",4.0,0.296,42.092,0.125
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.04, Formation Energy A: -3.755, Content A: 90.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 550, Time: 6.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 10.0], Process: [Temperature: 240, Pressure: 1.0], WHSV: 10.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 2.564, CH4 selectivity: 100.0, CH4 yield: 2.564",4.0,2.564,100.0,2.564
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.99, Formation Energy A: -3.755, Content A: 51.7, Density B: 6.04, Formation Energy B: -3.755], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 500, Time: 4.0], Reduction: [Temperature: 450, Pressure: 1.0, Time: 1.0], Process: [Temperature: 225, Pressure: 1.0], WHSV: 3.0, Content of inert components in raw materials: 60.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 20.0, CH4 selectivity: 99.701, CH4 yield: 19.94",4.0,20.0,99.701,19.94
"Active component: [Density: 12.32, Formation Energy: 0.131, Content: 2.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.86, Formation Energy A: -3.316, Content A: 98.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 400, Time: 4.0], Reduction: [Temperature: 300, Pressure: 1.0, Time: 1.0], Process: [Temperature: 280, Pressure: 1.0], WHSV: 5.0, Content of inert components in raw materials: 25.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 82.794, CH4 selectivity: 100.0, CH4 yield: 82.794",4.0,82.794,100.0,82.794
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Promoter: [Density: 8.74, Formation Energy: 0.421, Content: 0.86], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 84.14, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 500, Time: 4.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 2.0], Process: [Temperature: 450, Pressure: 1.0], WHSV: 1.25, Content of inert components in raw materials: 10.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 83.474, CH4 selectivity: 99.191, CH4 yield: 82.799",4.0,83.474,99.191,82.799
